TEMPO,BEATS,RMSE,SPECTRAL_CENTROID,SPECTRAL_BANDWIDTH,ROLLOFF,ZERO_CROSSING_RATE,category
287.109375,1,0.0006133373,2048.499792366834,2538.8120878304535,4499.67041015625,0.04241071428571429,Aedes sierrensis
86.1328125,2,0.0019156465,2595.589380590296,2972.737276672306,6258.873948317308,0.13173076923076923,Aedes sierrensis
129.19921875,2,0.0009279237,4131.995965673917,3323.1419541219107,8422.236668786338,0.2717682594476744,Aedes sierrensis
184.5703125,1,0.00058264425,4237.695010388459,3156.780783737106,8118.890545819257,0.2700063344594595,Aedes sierrensis
143.5546875,27,0.0026936294,2748.9236562623405,3127.235082676533,6859.880595538227,0.06489560125469043,Aedes sierrensis
95.703125,2,0.0022029243,2991.322029721842,2981.579152153651,6709.088134765625,0.11524793836805555,Aedes sierrensis
99.38401442307692,1,0.0011521634,3581.4698432737846,2962.9212899546437,7144.805593588918,0.22169478898195877,Aedes sierrensis
83.35433467741936,4,0.001017422,4037.868361731845,3326.49613750723,8504.8974609375,0.25423828125,Aedes sierrensis
258.3984375,1,0.00095468125,3393.1392747155787,2971.186384756064,7313.689108455882,0.18615004595588236,Aedes sierrensis
151.99908088235293,1,0.0006207418,2666.472386048331,2760.3352205655674,5948.057972301136,0.11190518465909091,Aedes sierrensis
117.45383522727273,2,0.0008128923,3511.297671083851,3021.1512751824102,7342.556423611111,0.18551673418209877,Aedes sierrensis
0.0,0,0.005926287,3854.442686493933,3043.466992363823,7456.4697265625,0.2223849826388889,Aedes sierrensis
117.45383522727273,1,0.006490061,1706.229431960735,1752.3130346758783,3597.7013221153848,0.09983473557692307,Aedes sierrensis
117.45383522727273,11,0.0011782536,3028.248718199008,2772.777513772202,6298.582887113764,0.17816450140449439,Aedes sierrensis
172.265625,9,0.0005346639,2752.271148594396,2692.29605635408,5749.28887549867,0.1438386524822695,Aedes sierrensis
161.4990234375,4,0.00064543134,3706.3150998337646,3061.293014412593,7661.2060546875,0.2390873015873016,Aedes sierrensis
0.0,0,0.0034625402,2574.1783906858805,2323.281212142331,5187.9638671875,0.12311662946428571,Aedes sierrensis
95.703125,4,0.00077061955,4042.9575527438524,3189.829338517038,8175.001786394817,0.28823678861788615,Aedes sierrensis
112.34714673913044,1,0.00044286874,3141.6402032567084,2774.9788345222482,6588.823699951172,0.1703643798828125,Aedes sierrensis
143.5546875,2,0.0064740274,2414.833098760649,2935.1516508772966,6068.2793978987065,0.05221241918103448,Aedes sierrensis
215.33203125,1,0.0034674811,2595.903891192615,2698.0556433848,5774.74365234375,0.11424037388392858,Aedes sierrensis
71.77734375,3,0.0039238487,1951.2403229582535,2159.570772724052,3995.030329777644,0.07934100811298077,Aedes sierrensis
135.99917763157896,6,0.0004810928,3299.7815448697074,2868.024660668829,6953.029477017597,0.20372231492718446,Aedes sierrensis
112.34714673913044,11,0.0015505414,4020.7259228668386,3167.122079805919,7896.745352909483,0.2294416756465517,Aedes sierrensis
129.19921875,4,0.018151246,3733.712195590865,2257.563228052833,6137.949144203244,0.26069000477099236,Aedes sierrensis
95.703125,5,0.0006646614,2063.819387672618,2551.7909539068223,4553.093635948905,0.05375370666058394,Aedes sierrensis
161.4990234375,18,0.0007373299,2132.7790957571065,2657.0495001835848,4624.160259772527,0.08777502484540636,Aedes sierrensis
117.45383522727273,1,0.0043776236,2345.137807327833,2104.842534349885,4285.107421875,0.07003348214285714,Aedes sierrensis
123.046875,4,0.00245617,2841.9691603465963,3025.238603562706,6757.16921784157,0.0982467296511628,Aedes sierrensis
129.19921875,4,0.002082964,3274.6813506544536,3009.748732064023,7199.100654069767,0.12188294876453488,Aedes sierrensis
135.99917763157896,1,0.0007647503,2963.4414461822444,2787.303730046488,6279.08203125,0.13154296875,Aedes sierrensis
117.45383522727273,1,0.005614467,1450.5692602490096,1731.4465602716518,2173.77685546875,0.0681640625,Aedes sierrensis
117.45383522727273,3,0.00084981875,1878.1081041060804,2463.4785668654085,4181.515255489865,0.05196236275337838,Aedes sierrensis
117.45383522727273,1,0.0016177265,3497.512912378512,3360.521102151133,8263.36669921875,0.15861002604166666,Aedes sierrensis
0.0,0,0.0014836089,1025.0914996422346,1489.8418396862226,1259.6923828125,0.020182291666666668,Aedes sierrensis
75.99954044117646,4,0.0016609761,3323.998589044733,3005.475350597545,7226.54296875,0.16891381048387097,Aedes sierrensis
107.666015625,8,0.00090022624,3347.0621424518336,2929.5011197010026,7007.072712988826,0.2189218531773743,Aedes sierrensis
123.046875,2,0.0014314592,3505.2220650251115,3067.040297715093,7307.138671875,0.23550502232142856,Aedes sierrensis
172.265625,2,0.0018735166,1869.4193655265756,2165.3370260047122,3818.4309334590516,0.08305832435344827,Aedes sierrensis
