TEMPO,BEATS,RMSE,SPECTRAL_CENTROID,SPECTRAL_BANDWIDTH,ROLLOFF,ZERO_CROSSING_RATE,category
95.703125,1,0.0005103058,3028.8106066902305,2788.016730794558,6449.70703125,0.1608421688988095,Aedes sierrensis
198.76802884615384,1,0.000109468885,1131.7940471910777,809.4042260989378,2117.7210653981856,0.0897728704637096,Anopheles dirus
143.5546875,70,0.0023203765,2568.986226387806,2777.653334240134,6047.580097777187,0.1143594747726393,Anopheles farauti
117.45383522727272,58,0.002541679,2858.7916539371104,2883.393449328757,6454.185972420424,0.1416899973393962,Anopheles farauti
89.10290948275862,29,0.0004892683,4236.784896767797,3185.167072714725,8275.235749204716,0.3155133093188623,Aedes sierrensis
151.99908088235293,18,0.001382811,1938.1696303753736,2502.808451371197,4397.737023305085,0.0507332494703389,Aedes sierrensis
135.99917763157896,65,0.038995106,3082.926436889648,2814.77881551245,6597.80929771139,0.1554775011151863,Anopheles dirus
117.45383522727272,3,0.00084981875,1878.1081041060804,2463.4785668654085,4181.515255489865,0.0519623627533783,Aedes sierrensis
80.74951171875,36,0.002195243,3040.1334907316923,2964.3107126326195,6848.225256385449,0.1291341397784442,Culiseta incidens
151.99908088235293,12,0.0013271169,4194.813373417981,3315.9933699112944,8452.619009067357,0.2765594640544041,Aedes sierrensis
129.19921875,27,0.00061018276,4242.989280344455,3149.343674763323,8069.5166015625,0.3081622023809524,Aedes sierrensis
71.77734375,2,0.009420341,1687.2977850275292,1947.7374090533788,2773.890662560096,0.0800931490384615,Aedes sierrensis
123.046875,2,0.0017346712,4210.73224192688,3362.272633385987,8583.436986019737,0.2788514254385965,Aedes sierrensis
123.046875,7,0.0008295451,2710.7229934932398,2798.222267508079,6038.558467741936,0.1360703335013441,Aedes sierrensis
75.99954044117646,22,0.0020622546,3276.615594081018,3286.980141287789,7775.368407575514,0.1436733059527635,Aedes sierrensis
215.33203125,65,0.0010835023,4684.942364898488,2742.5341385900088,7829.450795130077,0.3515916233740482,Aedes sierrensis
135.99917763157896,58,0.00054142426,1147.7414537045802,982.7451111210128,2319.402641556211,0.0756374866969814,Anopheles farauti
172.265625,42,0.0015093759,4392.863480796053,2740.1006334857425,7408.275013000198,0.3393624331418383,Aedes sierrensis
112.34714673913044,57,0.00058833597,1165.0083693028823,973.495290114667,2308.844372067289,0.078609124056695,Anopheles dirus
135.99917763157896,26,0.005246794,2924.7243585931114,2997.181724078883,6740.314109018149,0.1106916866333605,Aedes sierrensis
117.45383522727272,11,0.00078590517,1984.239443873547,2459.856476754293,4407.361949573864,0.0617601799242424,Aedes sierrensis
123.046875,43,0.0025080182,2366.776174389536,2756.979980422263,5737.383620939302,0.092097324830107,Anopheles dirus
234.90767045454547,1,0.002896159,1310.6714357371477,2075.7547357089065,2563.7969970703125,0.0411783854166666,Aedes sierrensis
123.046875,45,0.0006313746,3602.1679533211477,2850.7928491966195,6883.536707797897,0.2460739753699377,Aedes sierrensis
172.265625,84,0.0008509565,3765.648735188242,3111.5212048066205,7743.386510134482,0.2554939199158281,Aedes sierrensis
117.45383522727272,59,0.0007494234,3332.32924961677,3025.4156689137862,7297.639205507449,0.1594087110584365,Culiseta incidens
143.5546875,7,0.0040854192,3991.992609069959,3190.7647274446863,7944.2138671875,0.2543519035218254,Aedes sierrensis
123.046875,53,0.0004607077,3360.26468389152,2963.856153231863,6924.875131772759,0.2023176662141867,Aedes sierrensis
172.265625,5,0.0018711829,1703.2436428246426,2219.435455916001,3837.1992902057927,0.0566684133638211,Aedes sierrensis
135.99917763157896,1,0.0010453769,4841.473228813634,3366.749306027395,8781.70166015625,0.4235142299107143,Aedes sierrensis
135.99917763157896,48,0.0010319254,2614.399205184207,3122.2082516992427,6944.95233106453,0.0787641946038633,Anopheles farauti
135.99917763157896,69,0.0011297899,3077.72965645848,2953.252205763702,6904.558249080882,0.1238718889077012,Culiseta incidens
135.99917763157896,69,0.002011697,2495.430994260764,2818.311318322101,6002.013706644253,0.1005625060468266,Anopheles dirus
0.0,0,0.0034625402,2574.1783906858805,2323.281212142331,5187.9638671875,0.1231166294642857,Aedes sierrensis
117.45383522727272,1,0.0014072382,2237.177226942504,2546.815851654946,4694.23828125,0.0694691051136363,Aedes sierrensis
129.19921875,59,0.005128911,2662.0999712995613,3018.1108265079683,6483.620773776384,0.067942955436677,Aedes sierrensis
71.77734375,3,0.0039238487,1951.2403229582533,2159.570772724052,3995.030329777644,0.0793410081129807,Aedes sierrensis
112.34714673913044,46,0.008378156,2233.8628843302213,2414.5520439622223,5384.1091096954815,0.0802466802921826,Anopheles dirus
